106/10/16	18.50
106/10/17	18.50
106/10/18	18.40
106/10/19	18.45
106/10/20	18.40
106/10/23	18.40
106/10/24	18.35
106/10/25	18.40
106/10/26	18.30
106/10/27	18.35
106/10/30	18.40
106/10/31	18.35
106/11/01	18.45
106/11/02	18.40
106/11/03	18.50
106/11/06	18.50
106/11/07	18.45
106/11/08	18.40
106/11/09	18.45
106/11/10	18.35
106/11/13	18.35
106/11/14	18.45
106/11/15	18.35
106/11/16	18.30
106/11/17	18.40
106/11/20	18.45
106/11/21	18.65
106/11/22	18.85
106/11/23	18.85
106/11/24	18.80
106/11/27	18.70
106/11/28	18.70
106/11/29	18.70
106/11/30	18.55
106/12/01	18.70
106/12/04	18.80
106/12/05	18.85
106/12/06	18.70
106/12/07	18.60
106/12/08	18.70
106/12/11	18.65
106/12/12	18.65
106/12/13	18.70
106/12/14	18.80
106/12/15	18.85
106/12/18	18.80
106/12/19	18.80
106/12/20	18.80
106/12/21	18.80
106/12/22	18.85
106/12/25	18.80
106/12/26	18.70
106/12/27	18.80
106/12/28	18.85
106/12/29	18.90
107/01/02	18.90
107/01/03	19.35
107/01/04	19.30
107/01/05	19.35
107/01/08	19.60
107/01/09	19.60
107/01/10	19.60
107/01/11	19.55
107/01/12	19.50
107/01/15	19.50
107/01/16	19.45
107/01/17	19.50
107/01/18	19.55
107/01/19	19.60
107/01/22	19.60
107/01/23	19.55
107/01/24	19.45
107/01/25	19.50
107/01/26	19.45
107/01/29	19.50
107/01/30	19.30
107/01/31	19.20
107/02/01	19.30
107/02/02	19.30
107/02/05	19.10
107/02/06	18.50
107/02/07	18.65
107/02/08	18.90
107/02/09	18.70
107/02/12	18.80
107/02/21	19.30
107/02/22	19.30
107/02/23	19.30
107/02/26	19.50
107/02/27	19.35
107/03/01	19.40
107/03/02	19.35
107/03/05	19.20
107/03/06	19.35
107/03/07	19.40
107/03/08	19.35
107/03/09	19.40
107/03/12	19.50
107/03/13	19.55
107/03/14	19.45
107/03/15	19.35
107/03/16	19.30
107/03/19	19.60
107/03/20	19.50
107/03/21	19.60
107/03/22	19.60
107/03/23	19.40
107/03/26	19.35
107/03/27	19.45
107/03/28	19.50
107/03/29	19.60
107/03/30	19.50
107/03/31	19.55
107/04/02	19.50
107/04/03	19.45
107/04/09	19.60
107/04/10	19.80
107/04/11	20.00
107/04/12	20.10
107/04/13	20.05
107/04/16	20.15
107/04/17	20.05
107/04/18	20.10
107/04/19	20.20
107/04/20	20.35
107/04/23	20.15
107/04/24	20.25
107/04/25	20.25
107/04/26	20.55
107/04/27	20.60
107/04/30	21.00
107/05/02	20.85
107/05/03	20.55
107/05/04	20.70
107/05/07	20.70
107/05/08	20.70
107/05/09	20.70
107/05/10	20.80
107/05/11	20.90
107/05/14	21.20
107/05/15	21.15
107/05/16	21.10
107/05/17	21.15
107/05/18	21.15
107/05/21	21.25
107/05/22	21.25
107/05/23	21.15
107/05/24	21.20
107/05/25	21.15
107/05/28	21.25
107/05/29	21.30
107/05/30	21.00
107/05/31	20.90
107/06/01	21.10
107/06/04	21.25
107/06/05	21.50
107/06/06	21.80
107/06/07	21.90
107/06/08	21.85
107/06/11	21.90
107/06/12	21.95
107/06/13	21.75
107/06/14	21.40
107/06/15	21.50
107/06/19	21.20
107/06/20	21.20
107/06/21	21.05
107/06/22	20.90
107/06/25	21.15
107/06/26	21.10
107/06/27	21.00
107/06/28	20.90
107/06/29	21.25
107/07/02	21.05
107/07/03	20.95
107/07/04	20.90
107/07/05	20.90
107/07/06	20.95
107/07/09	21.05
107/07/10	21.15
107/07/11	21.25
107/07/12	21.65
107/07/13	21.80
107/07/16	21.70
107/07/17	21.70
107/07/18	21.70
107/07/19	21.80
107/07/20	21.90
107/07/23	22.20
107/07/24	22.35
107/07/25	22.45
107/07/26	21.10
107/07/27	20.95
107/07/30	21.00
107/07/31	21.35
107/08/01	21.40
107/08/02	21.25
107/08/03	21.30
107/08/06	21.65
107/08/07	21.65
107/08/08	21.95
107/08/09	21.70
107/08/10	21.80
107/08/13	21.60
107/08/14	21.70
107/08/15	21.55
107/08/16	21.80
107/08/17	21.75
107/08/20	21.80
107/08/21	22.00
107/08/22	22.25
107/08/23	22.35
107/08/24	22.25
107/08/27	22.25
107/08/28	22.45
107/08/29	22.60
107/08/30	22.45
107/08/31	22.60
107/09/03	22.45
107/09/04	22.45
107/09/05	22.25
107/09/06	22.00
107/09/07	22.30
107/09/10	22.30
107/09/11	22.30
107/09/12	22.25
107/09/13	22.40
